Transaction Date,Post Date,Description,Category,Subcategory,Type,Amount,Memo
11/08/2025,11/09/2025,KFC L518106,Travel,,Sale,-$14.10,
11/08/2025,11/09/2025,AUTOZONE #0933,Travel,,Sale,-$10.87,
11/08/2025,11/09/2025,RHODES 101 STOPS # 335,Travel,,Sale,-$43.43,
11/08/2025,11/09/2025,RHODES 101 STOPS # 335,Travel,,Sale,-$35.89,
11/08/2025,11/09/2025,RHODES 101 STOPS # 335,Travel,,Sale,-$8.57,
11/08/2025,11/09/2025,RHODES 101 STOPS # 335,Travel,,Sale,-$8.25,
11/08/2025,11/09/2025,SHELL 12861343023,Travel,,Sale,-$18.48,
11/07/2025,11/09/2025,BURGER KING #8081  Q07,Travel,,Sale,-$35.11,
11/07/2025,11/09/2025,WM SUPERCENTER #5102,Travel,,Sale,-$13.88,
11/07/2025,11/09/2025,TST*BUBS BURGERS,Travel,,Sale,-$44.32,
11/07/2025,11/09/2025,WAL-MART #5102,Travel,,Sale,-$79.01,
11/07/2025,11/09/2025,SHELL 57542215108,Travel,,Sale,-$33.62,
11/07/2025,11/09/2025,SQ *CAJUN PRIDE SWAMP,Travel,,Sale,-$68.34,
11/06/2025,11/09/2025,CAFE DU MONDE - CITY P,Travel,,Sale,-$31.32,
11/06/2025,11/09/2025,LANDRYS NEW ORLEANS,Travel,,Sale,-$135.00,
11/06/2025,11/07/2025,DOMINO'S 5235,Travel,,Sale,-$17.16,
11/06/2025,11/07/2025,WAL-MART #3167,Travel,,Sale,-$52.64,
11/06/2025,11/07/2025,FH* CAJUN PRIDE TOURS,Travel,,Sale,-$90.00,
11/06/2025,11/07/2025,PREMIUM PARKING,Travel,,Sale,-$26.82,
11/06/2025,11/07/2025,CAESARS FRONT DESK,Travel,,Sale,-$24.98,
11/05/2025,11/07/2025,90949 - NEW ORLEANS PA,Travel,,Sale,-$6.00,
11/05/2025,11/07/2025,TST*ARABELLA CASA DI P,Travel,,Sale,-$69.55,
11/05/2025,11/06/2025,SQ *CRESCENT CITY VAPE,Travel,,Sale,-$82.47,
11/05/2025,11/06/2025,CAESARS ADV DEPOSIT,Travel,,Sale,-$151.80,
11/05/2025,11/06/2025,SQ *ALL DAY DELICIOUS,Travel,,Sale,-$135.10,
11/05/2025,11/05/2025,APPLE.COM/BILL,Travel,,Sale,-$10.80,
11/05/2025,11/05/2025,SHELL 57544138506,Travel,,Sale,-$47.98,
11/04/2025,11/06/2025,CASEYS #2760,Travel,,Sale,-$44.31,
11/04/2025,11/06/2025,CASEYS #2760,Travel,,Sale,-$25.87,
11/04/2025,11/06/2025,CASEYS 4555,Travel,,Sale,-$13.18,
11/04/2025,11/06/2025,CASEYS #2614,Travel,,Sale,-$3.62,
11/04/2025,11/06/2025,CASEYS #2614,Travel,,Sale,-$9.12,
11/04/2025,11/05/2025,BP#9726944GAS MART QPS,Travel,,Sale,-$33.82,
11/04/2025,11/05/2025,BP#9726944GAS MART QPS,Travel,,Sale,-$24.57,
11/04/2025,11/05/2025,BEST STOP #21,Travel,,Sale,-$14.42,
11/04/2025,11/05/2025,SONIC DRIVE IN #3103,Travel,,Sale,-$25.95,
11/04/2025,11/05/2025,SONIC DRIVE IN #3103,Travel,,Sale,-$17.52,
11/04/2025,11/05/2025,CIRCLE K 05156,Travel,,Sale,-$32.78,
11/04/2025,11/05/2025,CIRCLE K 05156,Travel,,Sale,-$27.65,
11/04/2025,11/05/2025,Scooters Coffee,Travel,,Sale,-$12.63,
11/04/2025,11/05/2025,Scooters Coffee,Travel,,Sale,-$7.65,
11/03/2025,11/05/2025,DAISYS GARAGE,Food & Drink,,Sale,-$70.00,
11/03/2025,11/05/2025,CASEYS #2760,Gas,,Sale,-$42.33,
11/03/2025,11/04/2025,HY-VEE MARION 1396,Groceries,,Sale,-$21.37,
11/03/2025,11/04/2025,WAL-MART #3630,Travel,,Sale,-$205.80,
11/02/2025,11/04/2025,DAISYS GARAGE,Food & Drink,,Sale,-$140.00,
11/02/2025,11/04/2025,STARBUCKS STORE 77711,Food & Drink,,Sale,-$7.69,
11/01/2025,11/02/2025,CKE*TAVERN BLUE CORALV,Food & Drink,,Sale,-$21.00,
11/01/2025,11/02/2025,FAREWAY STORES  INC,Groceries,,Sale,-$24.07,
10/31/2025,11/02/2025,BP#1662200MELBORNE QPS,Gas,,Sale,-$21.57,
10/31/2025,11/02/2025,HY-VEE MARION 1396,Groceries,,Sale,-$36.36,
10/30/2025,10/31/2025,SHELL 12675958008,Gas,,Sale,-$35.86,
10/29/2025,,ANNUAL FEE,Fees & Adjustments,,Fee,$149.00,
10/28/2025,10/29/2025,WAL-MART #2051,Groceries,,Sale,-$21.65,
10/28/2025,10/28/2025,Payment Thank You-Mobile,Payment,,Payment,$194.42,
10/26/2025,10/27/2025,WM SUPERCENTER #2051,Groceries,,Sale,-$30.28,
10/25/2025,10/26/2025,BEALE STREET THEATER,Entertainment,,Sale,-$27.05,
10/25/2025,10/26/2025,SQ *FLOYD &amp; COMPANY WO,Food & Drink,,Sale,-$18.71,
10/24/2025,10/26/2025,DOLLAR GENERAL #23902,Shopping,,Sale,-$11.76,
10/23/2025,10/24/2025,BEALE STREET THEATER,Entertainment,,Sale,-$27.05,
10/23/2025,10/24/2025,WM SUPERCENTER #2051,Groceries,,Sale,-$27.85,
10/22/2025,10/23/2025,WM SUPERCENTER #2051,Groceries,,Sale,-$51.72,
10/22/2025,10/23/2025,CCDOA LAS AIRPORT,Travel,,Sale,-$72.00,
10/22/2025,10/22/2025,Payment Thank You - Web,Payment,,Payment,$955.00,
10/21/2025,10/23/2025,ARBYS 5764,Food & Drink,,Sale,-$18.17,
10/21/2025,10/22/2025,Scooters Coffee,Food & Drink,,Sale,-$7.65,
10/21/2025,10/23/2025,CASEYS #2919,Gas,,Sale,-$3.62,
10/21/2025,10/23/2025,GIT N GO 34,Gas,,Sale,-$26.33,
10/21/2025,10/22/2025,HY-VEE MARION 1396,Groceries,,Sale,-$169.80,
10/20/2025,10/20/2025,APPLE.COM/BILL,Bills & Utilities,,Sale,-$3.05,
10/20/2025,10/22/2025,CASEYS #2924,Food & Drink,,Sale,-$5.34,
10/20/2025,10/21/2025,Scooters Coffee,Food & Drink,,Sale,-$14.55,
10/20/2025,10/22/2025,KWIK STAR #1008,Gas,,Sale,-$3.73,
10/20/2025,10/22/2025,4180 PLANET FITNESS,Health & Wellness,,Sale,-$1.08,
10/19/2025,10/21/2025,CASEYS #2767,Food & Drink,,Sale,-$3.62,
10/19/2025,10/21/2025,CASEYS #2767,Gas,,Sale,-$27.69,
10/18/2025,10/20/2025,CASEYS #3527,Food & Drink,,Sale,-$11.06,
10/18/2025,10/20/2025,CASEYS #3527,Gas,,Sale,-$49.16,
10/18/2025,10/20/2025,KWIK STAR #1186,Gas,,Sale,-$48.58,
10/18/2025,10/20/2025,SHELL OIL 12538572004,Gas,,Sale,-$50.42,
10/18/2025,10/19/2025,LINQ FRONT DSK,Travel,,Sale,-$128.25,
10/17/2025,10/19/2025,SMOKE CENTER,Entertainment,,Sale,-$30.05,
10/17/2025,10/19/2025,STARBUCKS STORE 66255,Food & Drink,,Sale,-$15.53,
10/17/2025,10/19/2025,CN TRAVEL PLAZA-ANTLER,Gas,,Sale,-$42.47,
10/17/2025,10/19/2025,CN TRAVEL PLAZA-ANTLER,Gas,,Sale,-$21.11,
10/17/2025,10/19/2025,CN TRAVEL PLAZA-ANTLER,Gas,,Sale,-$5.15,
10/17/2025,10/19/2025,EXXON CLAYTON'S WEST,Gas,,Sale,-$57.75,
10/17/2025,10/19/2025,FRESH 801,Groceries,,Sale,-$44.73,
10/17/2025,10/19/2025,DOLLAR GENERAL #16922,Shopping,,Sale,-$20.24,
10/16/2025,10/17/2025,TST*HASH HOUSE A GO GO,Food & Drink,,Sale,-$44.87,
10/16/2025,10/19/2025,ALLEGNT    E4U6FC,Travel,,Sale,-$29.00,
10/16/2025,10/16/2025,Payment Thank You - Web,Payment,,Payment,$596.74,
10/12/2025,10/12/2025,VISIBLE,Bills & Utilities,,Sale,-$45.00,
10/12/2025,10/13/2025,WAL-MART #2051,Groceries,,Sale,-$44.50,
10/11/2025,10/12/2025,WL *STEAM PURCHASE,Entertainment,,Sale,-$8.64,
10/11/2025,10/12/2025,TST*SWEET BREEZE CREPE,Food & Drink,,Sale,-$13.00,
10/11/2025,10/12/2025,SQ *CHLOEE'S CONCERT C,Food & Drink,,Sale,-$8.00,
10/10/2025,10/12/2025,APPLE.COM/BILL,Bills & Utilities,,Sale,-$43.23,
10/10/2025,10/12/2025,SQ *THE CANVAS  ITS FI,Food & Drink,,Sale,-$18.83,
10/10/2025,10/12/2025,DOLLAR GENERAL #23902,Shopping,,Sale,-$23.24,
10/09/2025,10/10/2025,WM SUPERCENTER #2051,Groceries,,Sale,-$34.83,
10/09/2025,10/10/2025,GOOGLE *Google Store,Shopping,,Return,$74.32,
10/09/2025,10/12/2025,ALLEGNT    D9WNQD,Travel,,Sale,-$69.00,
10/08/2025,10/09/2025,GOOGLE *YouTubePremium,Bills & Utilities,,Sale,-$24.85,
10/08/2025,10/09/2025,TM *TICKETMASTER,Entertainment,,Sale,-$206.86,
10/08/2025,10/08/2025,GOOGLE *Google One,Professional Services,,Sale,-$21.61,
10/08/2025,10/09/2025,AMAZON MKTPL*NF6040MN0,Shopping,,Sale,-$64.03,
10/08/2025,10/10/2025,ALLEGNT    F7F9UZ,Travel,,Sale,-$150.00,
10/08/2025,10/09/2025,AIRBNB * HMESWKDPCC,Travel,,Sale,-$895.36,
10/07/2025,10/08/2025,MARTIN SWANTY KIA,Automotive,,Sale,-$84.29,
10/07/2025,10/08/2025,SQ *NAILS BY GERRIKA,Health & Wellness,,Sale,-$133.75,
10/07/2025,10/09/2025,ALLEGNT    Y8V8GJ,Travel,,Sale,-$101.00,
10/06/2025,10/07/2025,WM SUPERCENTER #2051,Groceries,,Sale,-$22.70,
10/05/2025,10/06/2025,SPORT CLIPS - AZ401 -,Health & Wellness,,Sale,-$36.00,
10/04/2025,10/06/2025,TROPICANA CARNEGIES CA,Food & Drink,,Sale,-$38.98,
10/04/2025,10/05/2025,SQ *KINGMAN CENTER FOR,Gifts & Donations,,Sale,-$70.00,
10/02/2025,10/03/2025,CTLP*CSC SERVICEWORKS,Automotive,,Sale,-$3.00,
10/02/2025,10/03/2025,APPLE.COM/BILL,Bills & Utilities,,Sale,-$69.99,
10/02/2025,10/05/2025,AVI RESORT &amp; CASINO -,Food & Drink,,Sale,-$33.15,
10/02/2025,10/02/2025,AIRBNB * HMRW8JRF9E,Travel,,Return,"$1,516.86",
10/01/2025,10/05/2025,PILOT 8888SV,Gas,,Sale,-$100.00,
09/30/2025,10/01/2025,McDonalds 33234,Food & Drink,,Sale,-$13.83,
09/29/2025,09/30/2025,WM SUPERCENTER #2051,Groceries,,Sale,-$35.32,
09/29/2025,09/30/2025,STAPLES       00113886,Shopping,,Sale,-$0.82,
09/29/2025,09/30/2025,GOOGLE *Google Store,Shopping,,Sale,-$74.32,
09/29/2025,10/01/2025,ALLEGNT    E4U6FC,Travel,,Sale,-$87.00,
09/27/2025,09/28/2025,APPLE.COM/BILL,Shopping,,Sale,-$3.77,
09/26/2025,09/28/2025,GOOGLE *Google Store,Shopping,,Return,$971.82,
09/25/2025,09/26/2025,VISIBLE,Bills & Utilities,,Sale,-$6.00,
09/25/2025,09/26/2025,DEL TACO 845 OLO,Food & Drink,,Sale,-$10.32,
09/25/2025,09/26/2025,WM SUPERCENTER #2051,Groceries,,Sale,-$84.72,
09/25/2025,09/25/2025,GOOGLE *Google Store,Shopping,,Return,$323.22,
09/24/2025,09/25/2025,DUTCH BROS,Food & Drink,,Sale,-$100.00,
09/24/2025,09/25/2025,SP BUNKER BRANDING C,Shopping,,Sale,-$76.36,
09/24/2025,09/25/2025,APPLE.COM/BILL,Shopping,,Sale,-$1.07,
09/24/2025,09/25/2025,APPLE.COM/BILL,Shopping,,Sale,-$19.45,
09/24/2025,09/25/2025,GOOGLE *Google Store,Shopping,,Return,$40.43,
09/23/2025,09/23/2025,SQ *DECENT SMOKE SHOP,Entertainment,,Sale,-$33.85,
09/23/2025,09/24/2025,SQ *THE CANVAS  ITS FI,Food & Drink,,Sale,-$19.09,
09/23/2025,09/24/2025,WAL-MART #2051,Groceries,,Sale,-$2.23,
09/23/2025,09/24/2025,PAYPAL *PRINTFULINC,Shopping,,Sale,-$96.16,
09/22/2025,09/24/2025,CASEYS #2791,Food & Drink,,Sale,-$29.33,
09/22/2025,09/24/2025,CASEYS #2776,Food & Drink,,Sale,-$10.79,
09/22/2025,09/24/2025,CASEYS #2791,Gas,,Sale,-$35.00,
09/22/2025,09/23/2025,FEDEX OFFIC39700003970,Personal,,Sale,-$26.37,
09/22/2025,09/23/2025,CCDOA LAS AIRPORT,Travel,,Sale,-$132.00,
09/21/2025,09/23/2025,CASEYS #2919,Food & Drink,,Sale,-$8.96,
09/21/2025,09/21/2025,Payment Thank You - Web,Payment,,Payment,$788.96,
09/20/2025,09/21/2025,Xsolla*PikminBloom,Entertainment,,Sale,-$21.61,
09/20/2025,09/22/2025,CASEYS #2919,Food & Drink,,Sale,-$5.34,
09/20/2025,09/21/2025,PX* GODFATHERS PIZZA-,Food & Drink,,Sale,-$41.34,
09/20/2025,09/21/2025,KUM&amp;GO 0517R CEDAR RA,Gas,,Sale,-$16.54,
09/20/2025,09/21/2025,HY-VEE CEDAR RAPIDS 10,Groceries,,Sale,-$20.55,
09/19/2025,09/21/2025,DAISYS GARAGE,Food & Drink,,Sale,-$67.00,
09/19/2025,09/21/2025,Scooters Coffee,Food & Drink,,Sale,-$7.65,
09/18/2025,09/21/2025,CASEYS #2924,Food & Drink,,Sale,-$11.30,
09/18/2025,09/21/2025,CASEYS #2919,Food & Drink,,Sale,-$9.07,
09/18/2025,09/19/2025,Scooters Coffee,Food & Drink,,Sale,-$7.65,
09/18/2025,09/19/2025,Scooters Coffee,Food & Drink,,Sale,-$6.90,
09/18/2025,09/21/2025,CASEYS #2924,Gas,,Sale,-$42.39,
09/18/2025,09/21/2025,LENSCRAFTERS  2265,Health & Wellness,,Sale,-$10.00,
09/17/2025,09/18/2025,PINK CLOUD SMOKE SHOP,Entertainment,,Sale,-$41.19,
09/17/2025,09/19/2025,CASEYS #2924,Food & Drink,,Sale,-$15.38,
09/17/2025,09/18/2025,FIELDHOUSE1STAVE,Food & Drink,,Sale,-$65.00,
09/17/2025,09/18/2025,Scooters Coffee,Food & Drink,,Sale,-$7.65,
09/17/2025,09/19/2025,TOBACCO OUTLET PLUS #5,Shopping,,Sale,-$2.13,
09/17/2025,09/18/2025,GOOGLE *Google Store,Shopping,,Return,$540.50,
09/16/2025,09/17/2025,FIELDHOUSE1STAVE,Food & Drink,,Sale,-$300.00,
09/16/2025,09/17/2025,Scooters Coffee,Food & Drink,,Sale,-$7.65,
09/15/2025,09/17/2025,CASEYS #2919,Food & Drink,,Sale,-$3.62,
09/15/2025,09/16/2025,ZIO JOHNOS MARION,Food & Drink,,Sale,-$34.07,
09/15/2025,09/16/2025,Scooters Coffee,Food & Drink,,Sale,-$7.65,
09/15/2025,09/16/2025,HY-VEE CEDAR RAPIDS 10,Groceries,,Sale,-$5.99,
09/15/2025,09/16/2025,GOOGLE *Google Store,Shopping,,Return,$324.30,
09/14/2025,09/15/2025,MINT MOBILE,Bills & Utilities,,Sale,-$50.72,
09/14/2025,09/16/2025,CASEYS #3561,Food & Drink,,Sale,-$8.80,
09/14/2025,09/15/2025,ZIO JOHNOS MARION,Food & Drink,,Sale,-$36.36,
09/14/2025,09/15/2025,Scooters Coffee,Food & Drink,,Sale,-$14.55,
09/14/2025,09/16/2025,CASEYS #2790,Gas,,Sale,-$34.92,
09/13/2025,09/15/2025,CASEYS #2776,Food & Drink,,Sale,-$6.42,
09/13/2025,09/14/2025,MCDONALD'S M2071,Food & Drink,,Sale,-$10.69,
09/13/2025,09/14/2025,Scooters Coffee,Food & Drink,,Sale,-$13.48,
09/13/2025,09/15/2025,CASEYS #2919,Gas,,Sale,-$38.07,
09/12/2025,09/12/2025,VISIBLE,Bills & Utilities,,Sale,-$35.00,
09/12/2025,09/14/2025,PORT OF SUBS 0039,Food & Drink,,Sale,-$16.57,
09/12/2025,09/12/2025,SQ *FLOYD &amp; COMPANY WO,Food & Drink,,Sale,-$21.18,
09/12/2025,09/14/2025,SHELL OIL 12675958008,Gas,,Sale,-$33.54,
09/11/2025,09/14/2025,TST*SCOOPS ON 66,Food & Drink,,Sale,-$4.90,
09/10/2025,09/11/2025,GOOGLE *Google Store,Shopping,,Sale,-$40.43,
09/08/2025,09/09/2025,GOOGLE *YouTubePremium,Bills & Utilities,,Sale,-$24.85,
09/08/2025,09/09/2025,FREMONT HOTEL FRONT DE,Entertainment,,Sale,-$38.41,
09/08/2025,09/09/2025,WM SUPERCENTER #2051,Groceries,,Sale,-$18.34,
09/08/2025,09/08/2025,GOOGLE *Google One,Shopping,,Sale,-$21.61,
09/06/2025,09/08/2025,FOUR QUEENS MAGNOLIA'S,Food & Drink,,Sale,-$25.00,
09/05/2025,09/05/2025,GOOGLE *Google Store,Shopping,,Sale,-$863.72,
09/04/2025,09/05/2025,WM SUPERCENTER #2051,Groceries,,Sale,-$8.67,
09/03/2025,09/04/2025,WM SUPERCENTER #2051,Groceries,,Sale,-$2.56,
09/02/2025,09/03/2025,WYZE LABS INC.,Bills & Utilities,,Sale,-$108.09,
09/02/2025,09/03/2025,FREMONT HOTEL FRONT DE,Entertainment,,Sale,-$51.98,
09/02/2025,09/03/2025,FREMONT HOTEL FRONT DE,Entertainment,,Sale,-$38.41,
09/02/2025,09/03/2025,WM SUPERCENTER #2051,Groceries,,Sale,-$71.75,
09/02/2025,09/03/2025,GOOGLE *Google Store,Shopping,,Sale,"-$1,296.12",
09/02/2025,09/03/2025,Payment Thank You - Web,Payment,,Payment,$300.00,
09/02/2025,09/02/2025,Payment Thank You-Mobile,Payment,,Payment,"$1,700.00",
08/31/2025,09/02/2025,FOUR QUEENS MAGNOLIA'S,Food & Drink,,Sale,-$27.20,
08/31/2025,09/01/2025,DUTCH BROS,Food & Drink,,Sale,-$100.00,
08/30/2025,09/01/2025,FREMONT STREET EXPERIE,Entertainment,,Sale,-$25.00,
08/30/2025,08/31/2025,FREMONT HOTEL FRONT DE,Entertainment,,Sale,-$45.20,
08/29/2025,08/31/2025,PAYPAL *TICKETMASTER,Entertainment,,Sale,-$149.00,
08/29/2025,08/29/2025,Payment Thank You - Web,Payment,,Payment,$350.00,
08/28/2025,08/29/2025,WAL-MART #2051,Groceries,,Sale,-$73.95,
08/27/2025,08/28/2025,QUESTHEALTH.COM,Health & Wellness,,Return,$6.00,
08/27/2025,08/28/2025,SQ *NAILS BY GERRIKA,Health & Wellness,,Sale,-$92.25,
08/27/2025,08/27/2025,SQL*SONORA QUEST LABS,Health & Wellness,,Sale,-$82.00,
08/26/2025,08/28/2025,QUESTHEALTH.COM,Health & Wellness,,Return,$106.50,
08/26/2025,08/27/2025,QUESTHEALTH.COM,Health & Wellness,,Sale,-$112.50,
08/26/2025,08/26/2025,Payment Thank You - Web,Payment,,Payment,$420.00,
08/25/2025,08/27/2025,CASEYS #2776,Food & Drink,,Sale,-$3.62,
08/25/2025,08/26/2025,Scooters Coffee,Food & Drink,,Sale,-$7.65,
08/25/2025,08/27/2025,KWIK STAR #947,Gas,,Sale,-$15.00,
08/25/2025,08/26/2025,CCDOA LAS AIRPORT,Travel,,Sale,-$48.00,
08/24/2025,08/26/2025,CASEYS #3561,Food & Drink,,Sale,-$11.76,
08/24/2025,08/25/2025,MCDONALD'S M2071,Food & Drink,,Sale,-$3.72,
08/24/2025,08/25/2025,Scooters Coffee,Food & Drink,,Sale,-$13.48,
08/23/2025,08/24/2025,Scooters Coffee,Food & Drink,,Sale,-$7.65,
08/23/2025,08/24/2025,WAL-MART #1528,Shopping,,Sale,-$96.09,
08/22/2025,08/24/2025,FIELDHOUSE1STAVE,Food & Drink,,Sale,-$38.34,
08/22/2025,08/24/2025,SQ *319-CEDAR RAPIDS,Food & Drink,,Sale,-$11.00,
08/22/2025,08/24/2025,Scooters Coffee,Food & Drink,,Sale,-$7.65,
08/22/2025,08/24/2025,EXXON WESTSIDE MOBIL,Gas,,Sale,-$26.02,
08/22/2025,08/24/2025,KUM&amp;GO 0520R CEDAR RA,Gas,,Sale,-$40.14,
08/22/2025,08/24/2025,HY-VEE CEDAR RAPIDS 10,Groceries,,Sale,-$21.47,
08/21/2025,08/22/2025,BEALE STREET THEATER,Entertainment,,Sale,-$37.55,
08/21/2025,08/21/2025,Payment Thank You - Web,Payment,,Payment,$139.50,
08/19/2025,08/20/2025,DUTCH BROS,Food & Drink,,Sale,-$50.00,
08/18/2025,08/20/2025,RVA *SVC CHAIN,Bills & Utilities,,Sale,-$2.00,
08/18/2025,08/19/2025,RVA AZ DEPT OF REVENUE,Bills & Utilities,,Sale,-$87.50,
08/18/2025,08/19/2025,DUTCHBROS.COFFEE,Food & Drink,,Sale,-$6.38,
08/18/2025,08/18/2025,Payment Thank You - Web,Payment,,Payment,$67.37,
08/17/2025,08/18/2025,DUTCHBROS.COFFEE,Food & Drink,,Sale,-$6.38,
08/17/2025,08/18/2025,WM SUPERCENTER #2051,Groceries,,Sale,-$27.86,
08/16/2025,08/18/2025,TST*SCOOPS ON 66,Food & Drink,,Sale,-$8.19,
08/16/2025,08/17/2025,SQ *FLOYD &amp; COMPANY WO,Food & Drink,,Sale,-$21.18,
08/16/2025,08/17/2025,DUTCHBROS.COFFEE,Food & Drink,,Sale,-$6.38,
08/15/2025,08/17/2025,DUTCHBROS.COFFEE,Food & Drink,,Sale,-$6.38,
08/15/2025,08/15/2025,Payment Thank You - Web,Payment,,Payment,"$2,896.67",
08/14/2025,08/17/2025,TST*SCOOPS ON 66,Food & Drink,,Sale,-$8.19,
08/14/2025,08/15/2025,SQ *THE CANVAS  ITS FI,Food & Drink,,Sale,-$30.55,
08/14/2025,08/15/2025,DUTCHBROS.COFFEE,Food & Drink,,Sale,-$5.33,
08/14/2025,08/15/2025,WAL-MART #2051,Groceries,,Sale,-$13.55,
08/12/2025,08/12/2025,VISIBLE,Bills & Utilities,,Sale,-$35.00,
08/12/2025,08/13/2025,WAL-MART #2051,Groceries,,Sale,-$18.02,
08/11/2025,08/12/2025,WM SUPERCENTER #2051,Groceries,,Sale,-$7.16,
08/10/2025,08/12/2025,TST*STREGA LV RAINBOW,Food & Drink,,Sale,-$18.41,
08/10/2025,08/12/2025,TST*SCOOPS ON 66,Food & Drink,,Sale,-$5.80,
08/10/2025,08/11/2025,DUTCH BROS,Food & Drink,,Sale,-$30.00,
08/10/2025,08/11/2025,CIRCLE K # 09635,Gas,,Sale,-$44.20,
08/10/2025,08/11/2025,GOOGLE *Pikmin Bloom,Professional Services,,Sale,-$10.80,
08/10/2025,08/11/2025,CCDOA LAS AIRPORT,Travel,,Sale,-$40.00,
08/09/2025,08/10/2025,DUTCH BROS,Food & Drink,,Sale,-$25.00,
08/09/2025,08/10/2025,DUTCHBROS.COFFEE,Food & Drink,,Sale,-$0.29,
08/08/2025,08/10/2025,GOOGLE *YouTubePremium,Bills & Utilities,,Sale,-$24.85,
08/08/2025,08/08/2025,GOOGLE *Google One,Entertainment,,Sale,-$21.61,
08/08/2025,08/10/2025,DUTCH BROS,Food & Drink,,Sale,-$30.00,
08/08/2025,08/10/2025,SQ *HAUTEBOX WOODFIRE,Food & Drink,,Sale,-$68.76,
08/08/2025,08/10/2025,DUTCHBROS.COFFEE,Food & Drink,,Sale,-$5.85,
08/08/2025,08/10/2025,76 - COMMERCIAL STREET,Gas,,Sale,-$20.26,
08/08/2025,08/10/2025,CIRCLE K # 09635,Gas,,Sale,-$43.17,
08/08/2025,08/10/2025,DOLLAR GENERAL #18246,Shopping,,Sale,-$5.00,
08/08/2025,08/10/2025,ALLEGNT    VDFNRK,Travel,,Sale,-$156.00,
08/07/2025,08/08/2025,DUTCHBROS.COFFEE,Food & Drink,,Sale,-$11.56,
08/07/2025,08/08/2025,DOLLAR GENERAL #18246,Shopping,,Sale,-$21.90,
08/06/2025,08/06/2025,MINT MOBILE,Bills & Utilities,,Sale,-$50.72,
08/06/2025,08/07/2025,DUTCHBROS.COFFEE,Food & Drink,,Sale,-$6.38,
08/05/2025,08/06/2025,DUTCHBROS.COFFEE,Food & Drink,,Sale,-$6.38,
08/05/2025,08/06/2025,WM SUPERCENTER #2051,Groceries,,Sale,-$31.84,
08/05/2025,08/05/2025,Payment Thank You - Web,Payment,,Payment,$71.85,
08/04/2025,08/04/2025,MY CHASE LOAN INTEREST CH,Fees & Adjustments,,Fee,-$31.85,
08/04/2025,08/05/2025,DUTCHBROS.COFFEE,Food & Drink,,Sale,-$11.56,
08/03/2025,08/04/2025,DUTCHBROS.COFFEE,Food & Drink,,Sale,-$6.38,
08/02/2025,08/03/2025,DUTCHBROS.COFFEE,Food & Drink,,Sale,-$6.38,
08/02/2025,08/03/2025,WAL-MART #2051,Groceries,,Sale,-$87.53,
08/01/2025,08/03/2025,DUTCHBROS.COFFEE,Food & Drink,,Sale,-$6.38,
08/01/2025,08/03/2025,SPORT CLIPS - AZ401 -,Health & Wellness,,Sale,-$31.00,
08/01/2025,08/01/2025,Payment Thank You - Web,Payment,,Payment,"$4,084.42",
07/31/2025,08/01/2025,DUTCHBROS.COFFEE,Food & Drink,,Sale,-$4.10,
07/28/2025,07/29/2025,WAL-MART #2051,Groceries,,Sale,-$61.29,
07/25/2025,07/27/2025,SQ *THE CANVAS  ITS FI,Food & Drink,,Sale,-$16.31,
07/25/2025,07/27/2025,MAVERIK #376,Gas,,Sale,-$26.96,
07/25/2025,07/25/2025,Payment Thank You - Web,Payment,,Payment,"$2,240.94",
07/24/2025,07/25/2025,LASTPASS.COM,Bills & Utilities,,Sale,-$13.18,
07/24/2025,07/25/2025,WM SUPERCENTER #2051,Groceries,,Sale,-$37.70,
07/24/2025,07/27/2025,ALLEGNT    Z5QUWF,Travel,,Sale,-$148.00,
07/23/2025,07/25/2025,CASEYS #3561,Food & Drink,,Sale,-$3.62,
07/23/2025,07/24/2025,Scooters Coffee,Food & Drink,,Sale,-$7.65,
07/23/2025,07/24/2025,WM SUPERCENTER #2051,Groceries,,Sale,-$66.04,
07/23/2025,07/24/2025,PAYPAL *BESTBUY COM,Shopping,,Sale,-$215.42,
07/23/2025,07/24/2025,CURB LV TAXI LUCKY,Travel,,Sale,-$28.91,
07/22/2025,07/23/2025,Scooters Coffee,Food & Drink,,Sale,-$7.65,
07/21/2025,07/23/2025,CASEYS #2919,Food & Drink,,Sale,-$6.42,
07/21/2025,07/22/2025,Scooters Coffee,Food & Drink,,Sale,-$7.65,
07/20/2025,07/21/2025,CTLP*AIR/TIRE OR VAC,Automotive,,Sale,-$1.75,
07/20/2025,07/21/2025,Scooters Coffee,Food & Drink,,Sale,-$7.65,
07/19/2025,07/20/2025,PROGRESSIVE INS,Bills & Utilities,,Return,$88.97,
07/19/2025,07/20/2025,BP#9178294RT 83 BP QPS,Food & Drink,,Sale,-$5.94,
07/19/2025,07/20/2025,DD/BR #354795 Q35,Food & Drink,,Sale,-$4.59,
07/19/2025,07/21/2025,CASEYS #2989,Gas,,Sale,-$39.73,
07/18/2025,07/20/2025,CASEYS #2776,Food & Drink,,Sale,-$10.79,
07/18/2025,07/20/2025,CASEYS #2776,Food & Drink,,Sale,-$7.57,
07/18/2025,07/20/2025,NEW MODERN GRILL,Food & Drink,,Sale,-$51.35,
07/18/2025,07/20/2025,Scooters Coffee,Food & Drink,,Sale,-$7.65,
07/18/2025,07/20/2025,EXXON 7-ELEVEN 38397,Gas,,Sale,-$40.59,
